Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q6VID5,Q6VID5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q6VLK7,Q6VLK7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q85KY8,Q85KY8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A0S8I1,A0S8I1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B0Z740,B0Z740_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B9ECU8,B9ECU8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4,Homo sapiens (Human),460
B9EDF6,B9EDF6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4,Homo sapiens (Human),460
Q2HL42,Q2HL42_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2MYP5,B2MYP5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XK88,B2XK88_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F1B6I7,F1B6I7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q15HH2,Q15HH2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B4YCP0,B4YCP0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E7CM12,E7CM12_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4ZEE6,Q4ZEE6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F2WII0,F2WII0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9QLE3,H9QLE3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q85KS1,Q85KS1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q9B2Y2,Q9B2Y2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6YWH7,A6YWH7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
C7SJU5,C7SJU5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5QBE8,E5QBE8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4GHG0,Q4GHG0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5 ND5,Homo sapiens (Human),603
Q5S9H3,Q5S9H3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6RQU7,Q6RQU7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C8YCE9,C8YCE9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q8WCY4,Q8WCY4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A1Z4K5,A1Z4K5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A1Z593,A1Z593_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A3R0R5,A3R0R5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2MZ39,B2MZ39_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XMG1,B2XMG1_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
D0VDU7,D0VDU7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D7P9M4,D7P9M4_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9PR79,H9PR79_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q27H51,Q27H51_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q6VHA0,Q6VHA0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q7Y7F0,Q7Y7F0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q7YCD1,Q7YCD1_HUMAN,unreviewed,ATP synthase subunit a,ATP6 ATPase 6,Homo sapiens (Human),226
Q8WCW5,Q8WCW5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q9B1F9,Q9B1F9_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2 COII,Homo sapiens (Human),227
B2KM44,B2KM44_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
B2XQI6,B2XQI6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B8RFQ6,B8RFQ6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4EXY9,Q4EXY9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q9B0V1,Q9B0V1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6YWL5,A6YWL5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A8JMA7,A8JMA7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
C8Y7K0,C8Y7K0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
E5EWR3,E5EWR3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q305A3,Q305A3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4GR21,Q4GR21_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COI COX1,Homo sapiens (Human),513
Q4GR66,Q4GR66_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4 ND4,Homo sapiens (Human),459
Q4GTI4,Q4GTI4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5 ND5,Homo sapiens (Human),603
Q8WCZ0,Q8WCZ0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4 NADH4,Homo sapiens (Human),459
Q9B2Z3,Q9B2Z3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2 ND2,Homo sapiens (Human),347
A6YVZ7,A6YVZ7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B1PI08,B1PI08_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4F050,Q4F050_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
C8YDE2,C8YDE2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q1ADK8,Q1ADK8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F1B5V3,F1B5V3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B9EE38,B9EE38_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),NADH3,Homo sapiens (Human),116
Q6VK65,Q6VK65_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
B2XLC7,B2XLC7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B8XYF4,B8XYF4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
C8Y7E0,C8Y7E0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A1DVF1,A1DVF1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6Z2B4,A6Z2B4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
E5FF97,E5FF97_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E9LCR9,E9LCR9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9LP54,H9LP54_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q7Y843,Q7Y843_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D1G421,D1G421_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
A0SBS0,A0SBS0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6Z8G6,A6Z8G6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
H9T0Z6,H9T0Z6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
Q2HKQ7,Q2HKQ7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q6RPF2,Q6RPF2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q7YCF1,Q7YCF1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A0S9D7,A0S9D7_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B8X5K0,B8X5K0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
C8YFB2,C8YFB2_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
D1G3X0,D1G3X0_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
D7SFF4,D7SFF4_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
E7E463,E7E463_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
F2WE38,F2WE38_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4GFX7,Q4GFX7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5 ND5,Homo sapiens (Human),603
B2XH89,B2XH89_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E2FPA7,E2FPA7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q7YEF2,Q7YEF2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q5SB58,Q5SB58_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q7Y891,Q7Y891_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4 NADH4,Homo sapiens (Human),459
B2XKN9,B2XKN9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9LLZ4,H9LLZ4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B2MZ68,B2MZ68_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
D9MZN6,D9MZN6_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
G9B020,G9B020_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
A0S302,A0S302_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D0UTS2,D0UTS2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4ZEI5,Q4ZEI5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D6BZF2,D6BZF2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6ZH82,A6ZH82_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3) (Fragment),ND2,Homo sapiens (Human),338
Q14XI3,Q14XI3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2 (Fragment),,Homo sapiens (Human),105
A6Z7V2,A6Z7V2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B9EES5,B9EES5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5 ND5,Homo sapiens (Human),603
A6Z2R5,A6Z2R5_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
A8JLH9,A8JLH9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2WRN2,B2WRN2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
C8YD76,C8YD76_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9IER9,G9IER9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9Q919,H9Q919_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q09U41,Q09U41_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q5SB14,Q5SB14_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q7YEG6,Q7YEG6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1DV00,A1DV00_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B5M7S8,B5M7S8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
C8Y0X9,C8Y0X9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
F2WEB6,F2WEB6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9LKI3,G9LKI3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4G6W4,Q4G6W4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2 ND2,Homo sapiens (Human),347
Q7Y6H2,Q7Y6H2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6YYT8,A6YYT8_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B2YB74,B2YB74_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q8WCX1,Q8WCX1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2XIR3,B2XIR3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
C8XZE6,C8XZE6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q6IB54,Q6IB54_HUMAN,unreviewed,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)",ATP5J hCG_2007844,Homo sapiens (Human),108
Q7YEF5,Q7YEF5_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
A6YW54,A6YW54_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
A7XSF3,A7XSF3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q6RQR1,Q6RQR1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6VL11,Q6VL11_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q9B1K9,Q9B1K9_HUMAN,unreviewed,ATP synthase subunit a,ATP6 ATPase 6 ATPASE6,Homo sapiens (Human),226
A6YXV0,A6YXV0_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q4ZF72,Q4ZF72_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
B0EWF8,B0EWF8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2XGN6,B2XGN6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
G1JYS7,G1JYS7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q7YCC6,Q7YCC6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3 NADH3,Homo sapiens (Human),115
Q9B0N2,Q9B0N2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
B1W6Z3,B1W6Z3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),NADH3 ND3,Homo sapiens (Human),115
B7TD03,B7TD03_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q58F37,Q58F37_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A6Z5B5,A6Z5B5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GAR3,Q4GAR3_HUMAN,unreviewed,ATP synthase protein 8,ATPase 8 ATP8,Homo sapiens (Human),68
Q6VHL0,Q6VHL0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6YYN7,A6YYN7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2D322,B2D322_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GUH7,Q4GUH7_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6 ATP6,Homo sapiens (Human),226
Q6RNJ5,Q6RNJ5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1DVF0,A1DVF0_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
A6Z7A3,A6Z7A3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GQK3,Q4GQK3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2 ND2,Homo sapiens (Human),347
Q5GND0,Q5GND0_HUMAN,unreviewed,ATP synthase protein 8,ATPase 8 ATP8,Homo sapiens (Human),68
Q6RNJ6,Q6RNJ6_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q6RRL1,Q6RRL1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q7Y802,Q7Y802_HUMAN,unreviewed,ATP synthase subunit a,ATP6 ATPase 6,Homo sapiens (Human),226
Q7YCF6,Q7YCF6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q8HNQ6,Q8HNQ6_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
G9LGW3,G9LGW3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1Z496,A1Z496_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EXG9,Q4EXG9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6VH98,Q6VH98_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3 NADH3,Homo sapiens (Human),115
Q15H38,Q15H38_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q6RKY6,Q6RKY6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2MXH9,B2MXH9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XKM6,B2XKM6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C8YI12,C8YI12_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D6BZN8,D6BZN8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9QXX8,H9QXX8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9S3J8,H9S3J8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q15GW9,Q15GW9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EXF6,Q4EXF6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4F5F1,Q4F5F1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4F5R8,Q4F5R8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1Z4V2,A1Z4V2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
C8XZF4,C8XZF4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D6C298,D6C298_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9S5Y2,H9S5Y2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q5S8X4,Q5S8X4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4 NADH4,Homo sapiens (Human),459
Q9B0N1,Q9B0N1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
Q9B1A9,Q9B1A9_HUMAN,unreviewed,ATP synthase subunit a,ATP6 ATPase 6,Homo sapiens (Human),226
Q06TP8,Q06TP8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q15IL5,Q15IL5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q541L8,Q541L8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3) (Fragment),ND4,Homo sapiens (Human),459
Q9B1M0,Q9B1M0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D9MZZ6,D9MZZ6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4GEA1,Q4GEA1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2 ND2,Homo sapiens (Human),347
Q6VHB0,Q6VHB0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q9B2W1,Q9B2W1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4F2Q6,Q4F2Q6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B4YCR0,B4YCR0_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
E5DY52,E5DY52_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
H9NQE2,H9NQE2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q305N4,Q305N4_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
A1Z550,A1Z550_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4F6A9,Q4F6A9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4VFM9,Q4VFM9_HUMAN,unreviewed,ATP synthase subunit a,ATP6 ATPase 6,Homo sapiens (Human),226
Q7Y626,Q7Y626_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2 COII,Homo sapiens (Human),227
Q8WCX0,Q8WCX0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q9B301,Q9B301_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
