Accession,Localization,Description,Norm avg ratio,test,direct sec61?,membrane?,GO
Q11201,type II,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",1.687459299,1,,,extracellular region;integral to Golgi membrane;Golgi cisterna membrane;membrane;integral to membrane;Golgi apparatus;
Q12767,multiTM,Uncharacterized protein KIAA0195,0.777346634,1,,,membrane;integral to membrane;
Q12768,,WASH complex subunit strumpellin,0.994674035,1,,,WASH complex;
Q12769,,Nuclear pore complex protein Nup160,0.859832878,1,,,nucleus;kinetochore;nuclear pore;nuclear pore;nuclear pore;nuclear envelope;nuclear envelope;Nup107-160 complex;Nup107-160 complex;Nup107-160 complex;
Q12788,,Transducin beta-like protein 3,0.768244803,1,,,nucleolus;small-subunit processome;nucleus;
Q12789,,General transcription factor 3C polypeptide 1,1.156999593,1,,,nucleus;ribonucleoprotein complex;transcription factor TFIIIC complex;
Q12792,,Twinfilin-1,2.193517941,1,,,actin cytoskeleton;cytoplasm;intracellular;
Q12800,,Alpha-globin transcription factor CP2,0.896315769,1,,,nucleus;cellular_component;
Q12824,,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,1.190212873,1,,,nucleoplasm;nucleus;nucleolus;SWI/SNF complex;nucleolus;SWI/SNF complex;npBAF complex;nBAF complex;nucleus;nuclear chromosome;
Q12846,type IV,Syntaxin-4,0.978181613,1,,,sarcolemma;trans-Golgi network;membrane;cell surface;integral to membrane;apical plasma membrane;SNARE complex;specific granule;plasma membrane enriched fraction;cytosol;vacuole;basolateral plasma membrane;perinuclear region of cytoplasm;plasma membrane;cytoplasm;plasma membrane;
Q12849,,G-rich sequence factor 1,0.79644818,1,,,cytoplasm;mitochondrion;
Q12860,GPI,Contactin-1,2.131212569,1,,,anchored to membrane;membrane fraction;plasma membrane;
Q12874,,Splicing factor 3A subunit 3,0.83111796,1,,,nuclear speck;nucleus;spliceosomal complex;intracellular;
Q12893,multiTM,Transmembrane protein 115,0.934622058,1,,,integral to membrane;membrane;Golgi apparatus;nucleus;
Q12904,,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,0.823493289,1,,,cytosol;cytosol;nucleus;transport vesicle;cytoplasmic vesicle;extracellular region;cytoplasm;aminoacyl-tRNA synthetase multienzyme complex;cytosol;cytosol;cytosol;extracellular space;Golgi apparatus;cytosol;endoplasmic reticulum;cytosol;
Q12905,cytosol,Interleukin enhancer-binding factor 2,0.970138323,1,,,ribonucleoprotein complex;nucleolus;cytoplasm;nucleus;
Q12906,cytosol,Interleukin enhancer-binding factor 3,1.039231111,1,,,ribonucleoprotein complex;nucleus;nucleus;nucleus;mitochondrion;nucleus;intracellular;cytoplasm;nucleolus;
Q12907,type I,Vesicular integral-membrane protein VIP36,0.855867244,1,,,ER-Golgi intermediate compartment;membrane;integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum;Golgi apparatus;ER-Golgi intermediate compartment membrane;Golgi membrane;
Q12913,,Receptor-type tyrosine-protein phosphatase eta,1.411408321,1,,,plasma membrane;cell junction;integral to plasma membrane;nucleus;
Q12931,mito,"Heat shock protein 75 kDa, mitochondrial",0.883523126,1,,,mitochondrion;cellular_component;
Q12955,cytosol,Ankyrin-3,1.036805397,1,,,cytoskeleton;cytoplasm;basolateral plasma membrane;
Q12959,cytosol,Disks large homolog 1,1.035523882,1,,,postsynaptic membrane;plasma membrane;basolateral plasma membrane;cell-cell junction;postsynaptic density;sarcolemma;endoplasmic reticulum membrane;cytosol;plasma membrane;endoplasmic reticulum;synapse;cell junction;
Q12965,,Myosin-Ie,0.901630777,1,,,myosin complex;actin cytoskeleton;
Q12974,,Protein tyrosine phosphatase type IVA 2,1.130353241,1,,,cytoplasm;early endosome;plasma membrane;
Q12996,cytosol,Cleavage stimulation factor subunit 3,1.045430321,1,,,nucleus;intracellular;
Q13011,,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",0.777450902,1,,,peroxisome;mitochondrion;
Q13045,,Protein flightless-1 homolog,0.851458654,1,,,cytoplasm;centrosome;nucleus;cytoskeleton;nucleolus;
Q13049,cytosol,E3 ubiquitin-protein ligase TRIM32,1.096622479,1,,,cytoplasm;nucleus;intracellular;
Q13057,,Bifunctional coenzyme A synthase,0.74533525,1,,,cellular_component;cytoplasm;
Q13085,,Acetyl-CoA carboxylase 1,0.791245874,1,,,mitochondrion;cytoplasm;soluble fraction;
Q13098,,COP9 signalosome complex subunit 1,1.060944105,1,,,cytoplasm;nucleus;signalosome;
Q13111,,Chromatin assembly factor 1 subunit A,1.173037417,1,,,chromatin assembly complex;nucleus;
Q13112,,Chromatin assembly factor 1 subunit B,0.788167331,1,,,cytosol;cytoplasm;chromatin assembly complex;nucleus;mitochondrion;nucleoplasm;nucleus;
Q13123,,Protein Red,0.88880481,1,,,extracellular space;soluble fraction;nucleus;
Q13144,,Translation initiation factor eIF-2B subunit epsilon,0.921854473,1,,,cytoplasm;nucleus;eukaryotic translation initiation factor 2B complex;eukaryotic translation initiation factor 2B complex;
Q13148,cytosol,TAR DNA-binding protein 43,1.11054576,1,,,nucleus;nucleus;nucleus;nucleus;nucleolus;
Q13151,,Heterogeneous nuclear ribonucleoprotein A0,0.894209304,1,,,nucleus;heterogeneous nuclear ribonucleoprotein complex;
Q13155,,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,0.793287083,1,,,cytosol;cytosol;cytosol;cytosol;cytosol;cytosol;cytosol;cytoplasm;nucleus;
Q13158,,Protein FADD,1.071519839,1,,,death-inducing signaling complex;membrane raft;cytosol;cytosol;cytosol;cytosol;cytosol;
Q13162,,Peroxiredoxin-4,0.891291582,1,,,mitochondrion;extracellular region;extracellular space;cytoplasm;
Q13185,,Chromobox protein homolog 3,0.833778438,1,,,chromatin;nuclear envelope;nucleus;nucleus;nuclear inner membrane;spindle;condensed chromosome; centromeric region;nuclear euchromatin;chromocenter;nuclear heterochromatin;nuclear centromeric heterochromatin;
Q13190,type IV,Syntaxin-5,1.010738036,1,,,Golgi apparatus;Golgi membrane;SNARE complex;endoplasmic reticulum;membrane;ER-Golgi intermediate compartment membrane;Golgi apparatus;integral to membrane;nucleolus;nucleus;
Q13200,,26S proteasome non-ATPase regulatory subunit 2,0.811424789,1,,,proteasome regulatory particle;proteasome complex;
Q13206,,Probable ATP-dependent RNA helicase DDX10,0.840486921,1,,,NA
Q13217,secreted,DnaJ homolog subfamily C member 3  p58,2.629500651,1,,,endoplasmic reticulum Sec complex;endoplasmic reticulum lumen;cytoplasm;endoplasmic reticulum;
Q13228,,Selenium-binding protein 1,0.998006891,1,,,cytosol;cytoplasm;nucleus;membrane;
Q13232,cytosol,Nucleoside diphosphate kinase 3,0.837631465,1,,,mitochondrion;
Q13242,,Serine/arginine-rich splicing factor 9,0.839527412,1,,,nucleus;
Q13247,,Serine/arginine-rich splicing factor 6,0.788713069,1,,,nucleus;
Q13263,cytosol,Transcription intermediary factor 1-beta,1.023673176,1,,,nucleoplasm;chromatin;intracellular;nuclear euchromatin;nuclear heterochromatin;nucleus;
Q13268,,Dehydrogenase/reductase SDR family member 2,0.591760066,1,,,cytoplasm;nuclear envelope;nucleus;mitochondrion;cytoplasm;
Q13283,cytosol,Ras GTPase-activating protein-binding protein 1,1.137758913,1,,,intracellular;nucleus;plasma membrane;cytoplasm;cytosol;
Q13303,cytosol,Voltage-gated potassium channel subunit beta-2,0.985648479,1,,,juxtaparanode region of axon;cytoplasm;integral to membrane;
Q13310,,Polyadenylate-binding protein 4,0.782307331,1,,,cytoplasm;ribonucleoprotein complex;
Q13347,cytosol,Eukaryotic translation initiation factor 3 subunit I,1.000814971,1,,,eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex;cytoplasm;cytosol;
Q13363,,C-terminal-binding protein 1,1.027018192,1,,,nucleus;transcription factor complex;nucleolus;nucleus;transcriptional repressor complex;cytoplasm;
Q13405,,"39S ribosomal protein L49, mitochondrial",0.992936216,1,,,cellular_component;mitochondrion;ribosome;intracellular;
Q13409,,Cytoplasmic dynein 1 intermediate chain 2,0.832455237,1,,,microtubule;cytosol;cytosol;cytoplasmic dynein complex;cytosol;cytosol;cytoplasm;dynactin complex;cytosol;
Q13418,,Integrin-linked protein kinase,0.981233743,1,,,protein complex;focal adhesion;axon;costamere;plasma membrane;cytosol;stress fiber;cell-cell junction;cytosol;neuronal cell body;cytoplasm;dendritic shaft;terminal button;
Q13423,mito,"NAD(P) transhydrogenase, mitochondrial",0.907979743,1,,,mitochondrion;mitochondrial respiratory chain;integral to membrane;membrane;mitochondrial inner membrane;
Q13425,cytosol,Beta-2-syntrophin,1.122355824,1,,,microtubule;membrane;cytoplasmic vesicle;membrane fraction;synapse;cytoplasm;dystrophin-associated glycoprotein complex;cell junction;cytoskeleton;transport vesicle membrane;
Q13427,,Peptidyl-prolyl cis-trans isomerase G,1.169213666,1,,,nucleus;nuclear matrix;nucleoplasm;nuclear speck;
Q13428,,Treacle protein,1.27396601,1,,,nucleolus;nucleus;
Q13435,cytosol,Splicing factor 3B subunit 2,0.951997477,1,,,nucleus;spliceosomal complex;
Q13438,secreted,Protein OS-9,0.896438695,1,,,endoplasmic reticulum lumen;endoplasmic reticulum lumen;endoplasmic reticulum;Hrd1p ubiquitin ligase complex;endoplasmic reticulum lumen;Hrd1p ubiquitin ligase complex;
Q13442,,28 kDa heat- and acid-stable phosphoprotein,1.101499281,1,,,NA
Q13443,type I,Disintegrin and metalloproteinase domain-containing protein 9,1.248025839,1,,,extracellular space;extracellular space;integral to membrane;cell surface;intrinsic to external side of plasma membrane;cytoplasm;extracellular region;basolateral plasma membrane;plasma membrane;
Q13444,type I,Disintegrin and metalloproteinase domain-containing protein 15,0.734451417,1,,,membrane;integral to membrane;
Q13445,type I,Transmembrane emp24 domain-containing protein 1,1.209106284,1,,,plasma membrane;integral to membrane;
Q13451,,Peptidyl-prolyl cis-trans isomerase FKBP5,0.86459262,1,,,nucleus;cytoplasm;
Q13488,multiTM,V-type proton ATPase 116 kDa subunit a isoform 3,1.10101698,1,,,plasma membrane;integral to plasma membrane;apical plasma membrane;proton-transporting two-sector ATPase complex; proton-transporting domain;mitochondrion;
Q13492,cytosol,Phosphatidylinositol-binding clathrin assembly protein,1.066924718,1,,,clathrin coat of coated pit;postsynaptic membrane;cytoplasmic vesicle;plasma membrane;clathrin-coated vesicle;AP-2 adaptor complex;coated pit;presynaptic membrane;nucleus;clathrin coat of coated pit;Golgi apparatus;intracellular membrane-bounded organelle;perinuclear region of cytoplasm;
Q13501,nucleus,Sequestosome-1,0.914231762,1,,,late endosome;cytosol;cytosol;cytosol;cytosol;cytosol;cytosol;cytoplasm;nucleoplasm;cytosol;nucleus;
Q13505,mito,Metaxin-1,0.897717954,1,,,mitochondrion;integral to membrane;mitochondrial outer membrane;membrane;
Q13509,,Tubulin beta-3 chain,0.988382881,1,,,microtubule;
Q13510,,Acid ceramidase,1.100712578,1,,,lysosome;
Q13523,,Serine/threonine-protein kinase PRP4 homolog,0.877324981,1,,,spliceosomal complex;nucleus;chromosome;
Q13547,,Histone deacetylase 1,0.891528154,1,,,Sin3 complex;NuRD complex;nucleus;NuRD complex;histone deacetylase complex;nucleus;cytosol;cytoplasm;
Q13555,unchar.,Calcium/calmodulin-dependent protein kinase type II subunit gamma,1.382503074,1,,,nucleoplasm;endocytic vesicle membrane;plasma membrane;nucleoplasm;cytosol;nucleoplasm;plasma membrane;plasma membrane;plasma membrane;cytosol;plasma membrane;plasma membrane;calcium- and calmodulin-dependent protein kinase complex;
Q13561,,Dynactin subunit 2,0.907676371,1,,,cytoplasm;cytosol;cytosol;membrane;cytosol;kinetochore;microtubule;dynein complex;cytoskeleton;dynactin complex;growth cone;cytosol;cytosol;centrosome;
Q13573,,SNW domain-containing protein 1,0.84788294,1,,,nucleus;nucleus;nuclear part;nucleolus;spliceosomal complex;
Q13576,cytosol,Ras GTPase-activating-like protein IQGAP2,0.971213162,1,,,intracellular;actin cytoskeleton;
Q13586,type I,Stromal interaction molecule 1,0.99471498,1,,,endoplasmic reticulum;endoplasmic reticulum membrane;plasma membrane;microtubule;integral to endoplasmic reticulum membrane;integral to plasma membrane;
Q13595,,Transformer-2 protein homolog alpha,0.871332378,1,,,nucleus;
Q13596,,Sorting nexin-1,0.795616901,1,,,Golgi apparatus;cytoplasm;early endosome;membrane;endosome membrane;
Q13601,,KRR1 small subunit processome component homolog,1.077437064,1,,,nucleolus;ribonucleoprotein complex;nucleus;
Q13616,cytosol,Cullin-1,1.063931364,1,,,cytosol;SCF ubiquitin ligase complex;nucleoplasm;cytosol;
Q13617,,Cullin-2,0.753189389,1,,,cullin-RING ubiquitin ligase complex;
Q13618,,Cullin-3,0.823066777,1,,,Golgi apparatus;cullin-RING ubiquitin ligase complex;nucleus;
Q13619,,Cullin-4A,0.729266683,1,,,SCF ubiquitin ligase complex;
Q13620,,Cullin-4B,1.052556771,1,,,cellular_component;nucleus;cullin-RING ubiquitin ligase complex;
Q13630,,GDP-L-fucose synthase,0.895616039,1,,,cytoplasm;
Q13641,type I,Trophoblast glycoprotein,2.300892697,1,,,endoplasmic reticulum;integral to plasma membrane;cytoplasm;membrane;
Q13671,,Ras and Rab interactor 1,1.011686944,1,,,plasma membrane;cytoplasm;plasma membrane;cytoskeleton;
Q13724,type II,Mannosyl-oligosaccharide glucosidase,1.597901826,1,,,integral to membrane;membrane fraction;endoplasmic reticulum membrane;endoplasmic reticulum;membrane;
Q13733,multiTM,Sodium/potassium-transporting ATPase subunit alpha-4,0.126811731,1,,,membrane;integral to plasma membrane;sodium:potassium-exchanging ATPase complex;
Q13740,type I,CD166 antigen,1.895422056,1,,,neuronal cell body;external side of plasma membrane;membrane;integral to membrane;axon;
Q13765,,Nascent polypeptide-associated complex subunit alpha,0.850205836,1,,,nascent polypeptide-associated complex;cytoplasm;nucleus;
Q13769,,THO complex subunit 5 homolog,1.128417602,1,,,transcription export complex;nucleus;transcription export complex;THO complex;THO complex part of transcription export complex;cytoplasm;
Q13795,unchar.,ADP-ribosylation factor-related protein 1,1.504775997,1,,,Golgi apparatus;membrane fraction;intracellular;
Q13813,cytosol,"Spectrin alpha chain, brain",0.94423254,1,,,cytosol;microtubule cytoskeleton;cytosol;membrane fraction;cytoplasm;spectrin;cell cortex;
Q13823,,Nucleolar GTP-binding protein 2,0.878618803,1,,,intracellular;nucleolus;nucleus;
Q13838,,Spliceosome RNA helicase DDX39B,0.848418107,1,,,spliceosomal complex;transcription export complex;transcription export complex;U6 snRNP;nucleus;U4 snRNP;nuclear speck;
Q13867,,Bleomycin hydrolase,0.815219282,1,,,nucleus;soluble fraction;cytoplasm;
Q13868,,Exosome complex component RRP4,0.929721856,1,,,exosome (RNase complex);nucleolus;cytoplasm;nucleus;
Q13884,cytosol,Beta-1-syntrophin,0.838259368,1,,,dystrophin-associated glycoprotein complex;cell junction;sarcolemma;cytoplasm;synapse;cytoskeleton;
Q13895,,Bystin,0.891359027,1,,,nucleolus;cytoplasm;nucleus;
Q13907,,Isopentenyl-diphosphate Delta-isomerase 1,0.88205404,1,,,mitochondrion;cytosol;peroxisome;
Q13948,type IV,Protein CASP,0.932994613,1,,,membrane;Golgi membrane;integral to Golgi membrane;integral to membrane;Golgi apparatus;
Q13952,,Nuclear transcription factor Y subunit gamma,1.184052542,1,,,nucleus;CCAAT-binding factor complex;nucleus;intracellular;
Q14008,cytosol,Cytoskeleton-associated protein 5,1.177065363,1,,,gamma-tubulin complex;microtubule cytoskeleton;cytosol;cytosol;centrosome;cytosol;cytosol;cytosol;
Q14019,,Coactosin-like protein,0.935036423,1,,,cytoskeleton;cellular_component;intracellular;cytoplasm;
Q14103,cytosol,Heterogeneous nuclear ribonucleoprotein D0,1.088969122,1,,,chromosome;nucleus;nucleus;ribonucleoprotein complex;heterogeneous nuclear ribonucleoprotein complex;cytoplasm;cytosol;
Q14108,multiTM,"Lysosome membrane protein 2, CD36",1.719015018,1,,,integral to plasma membrane;membrane fraction;lysosomal membrane;membrane;
Q14114,type I,Low-density lipoprotein receptor-related protein 8,1.272553763,1,,,plasma membrane;extracellular space;caveola;integral to membrane;extracellular region;
Q14118,type I,Dystroglycan,1.459261096,1,,,sarcolemma;extracellular region;dystroglycan complex;plasma membrane;plasma membrane;dystrophin-associated glycoprotein complex;extracellular space;membrane raft;proteinaceous extracellular matrix;cytoplasm;basement membrane;membrane fraction;actin cytoskeleton;integral to membrane of membrane fraction;nucleoplasm;integral to plasma membrane;
Q14126,,Desmoglein-2,0.956744424,1,,,plasma membrane;cell-cell junction;cell junction;integral to membrane;plasma membrane;desmosome;
Q14137,cytosol,Ribosome biogenesis protein BOP1,1.092790441,1,,,nucleus;nucleoplasm;ribonucleoprotein complex;nucleolus;PeBoW complex;PeBoW complex;
Q14145,,Kelch-like ECH-associated protein 1,0.96989266,1,,,cytoplasm;endoplasmic reticulum;nucleus;nucleolus;centrosome;cell-cell adherens junction;focal adhesion;
Q14146,,Unhealthy ribosome biogenesis protein 2 homolog,1.059662553,1,,,nucleus;nucleolus;
Q14152,cytosol,Eukaryotic translation initiation factor 3 subunit A,1.069976651,1,,,eukaryotic translation initiation factor 3 complex;cytoplasm;eukaryotic translation initiation factor 3 complex;cytosol;eukaryotic translation initiation factor 3 complex;nucleus;
Q14155,,Rho guanine nucleotide exchange factor 7,0.948799478,1,,,cytosol;cytoplasm;growth cone;focal adhesion;intracellular;cytosol;
Q14156,cytosol,Protein EFR3 homolog A,1.017678962,1,,,plasma membrane;intracellular;
Q14157,cytosol,Ubiquitin-associated protein 2-like,1.026879207,1,,,NA
Q14160,cytosol,Protein scribble homolog,1.220594132,1,,,presynaptic membrane;cell-cell adherens junction;postsynaptic membrane;plasma membrane;cell-cell junction;cell leading edge;cytoplasm;
Q14165,type I,Malectin,1.249908136,1,,,membrane;endoplasmic reticulum membrane;endoplasmic reticulum;integral to membrane;
Q14166,,Tubulin--tyrosine ligase-like protein 12,0.793160742,1,,,NA
Q14181,,DNA polymerase alpha subunit B,0.916067246,1,,,nucleoplasm;nucleus;alpha DNA polymerase:primase complex;nucleoplasm;nucleoplasm;
Q14203,,Dynactin subunit 1,0.878359812,1,,,dynein complex;cytosol;cytosol;cytosol;kinetochore;microtubule;cytosol;cytoskeleton;cytosol;cytoplasm;spindle pole;
